cleaned_text,sentiment
home from school now watching that 70 show,neutral
_ember yay thanks cover i sad ang alist please,neutral
off to the shelters around me to look for her i hope she is okay so afraid that she is going to get hit by a car can t stop crying,neutral
again working on the internet shop don t think we will achieve the goal of uploading by the previously set time will keep going,neutral
sitting on chloes little trike thingo its a girraffe ill most probobly get yelled at with in the next minute or so ohhh well,neutral
waiting for the denver game to come on but i dont think their gonna win it lakers suck lol p come on denver,neutral
need more songs to download suggestions ill take anything,neutral
i will do that,neutral
let me know how that turns out,neutral
_roy i tell them it s facebook minus everything but the status updates,neutral
wow officially i have no life this month lol my friends dont believe me when i say they need to book in advance,neutral
oh yes i think almost every tuesday in june which dresss i just bought one then felt guilty and took it back,neutral
thats actually adorable ooh how i miss dude,neutral
i downloaded s graph but i do not have any widgets with it i have google calendar i can open the app but there is no home screen widget any way i can fix that i have a samsung s6 active thanks a lot,neutral
uuuups today is mother day sh iï ½ve forgot it my work doesnï ½t have a end sigh thank you for remind it,neutral
this gar keeps going out 3rd relight,neutral
third date went well moving on to fourth,neutral
awe me in work no bbq for moi this weekend,neutral
it s good but it needs to link to other ms desktop apps rather than online cloud ms eg outlook opens in cloud not on desktop,neutral
just finished curling her hair and now has to finish getting ready but doesn t have a ribbon to put in her hair,neutral
looks like you did the full lincoln marathon yesterday that is awesome the hm was tough for me,neutral
wow my phone was blowing up with tweets all day now that i m home it s a ghost town guess i ll do some chores in my apt go to bed,neutral
aw you could have played the game with me this morning nobody else wanted to play,neutral
that s true i never believe my staff when they call in sick on mondays or fridays lol,neutral
_anderson your tweets were awesome the heat that s what dencorub is for,neutral
i m having a baby girl in the next 17 days i think i m gonna keep this handy funny stuff,neutral
this is my 201th update,neutral
were you roaming same thing happen to me so i switched to at t,neutral
this app seems great however i switched to another app mainly because the reminder alarms and reoccurring task options are locked without premium what the free version let s you do is fine but not impressive enough to risk a subscription billed annually they should give a free premium preview for a week or two so this app can showcase itselbetterf without access to reminders it felt more like a note keeping app that i had to remember to check which hindered the promised productivity boost,neutral
well nothing i can give you a pen,neutral
the music video i made for my project for this city is contagious by is uploading to youtube now,neutral
not bad but wunderlist is better like wunderlist graphics and layout better want folders to be collapsed or even better a setting that lets me choose,neutral
constantly crashes if type too fast pointer disappears page bounces to another section then back again sometimes deleting text just entered went from a galaxy note to a galaxy j7 didn t have these issues with the note so to be fair not sure if its the app or my new device help update now app causes device to not work properly get this message system ui not responding app causes device to freeze uninstalled app device went back to normal,neutral
its a cool app it really is but developers need to understand that a subscription based system is not for every app im fine paying a subscription fee to netflix or spotify because there is new content almost daily but i refuse to pay a subscription fee for a todo list app make a payed app ill buy it for 30 bucks what i wont is give you 3 bucks a month everymonth and add yet another subscription fee to my list,neutral
is happy that tiff can t drop bio so she can suffer with me nyayhahahah,neutral
i didn t see this until after,neutral
the fact that the app does not let you use other studying apps that you have on your phone or google to find information is a bit annoying currently the only way to get around this is to collect all the information you need before turning on the app but that opens you up to distractions and wasting time i feel like this app is specifically designed for reading purposes only since i can sometimes finish homework before the timer runs out but the only way to stop the app is to kill the tree,neutral
ok thats it sleep time,neutral
didn t get bitten by a rabies infested person last night yay for me gonna scare rachel with quarantine tonight this shall be fun,neutral
heading to bed i think i ll read for a bit propped up on fluffy pillows,neutral
okay now that i will not be able to sleep tonight what should we do,neutral
that s ok then i accept the slave role your wish is my command hahaha,neutral
what to do this weekend what to do don t think i ll be making it to michigan for the wonder years,neutral
oh no this week is just a bad one for everyone i love you your pretty face youre going to do fantastic in concert tonight,neutral
trackflashback i believe in a thing called love by the darkness check it out,neutral
while it has helped me be more productive recently the notification settings are bugging out when i tap on add notification and select a louder notification for when i wake up and press done i find out sooner or later than it had reset it to the opener my default notification sound that is quiter this has caused me great annoyance because of this and do not know why this app decided to bug out,neutral
i constantly get a message problem with the server please fix this i liked the app a lot but i am unable to use it cause it doesn t connect nor update my tasks,neutral
ok i like it but know what the experience points keep expanding but not with health simultaneously you will be sent backward everytime you lose your health while to refill health you need to max up the exp point please fix this,neutral
check out my latest fb post things i want to happen i don t think you can miss it,neutral
feeling better did nothing yesterday but lay around hate i missed the youth leader polar bear swim gotta love youth,neutral
when planting tree with exceeded timer count on the tree doesn t get planted even after the set time please fix this,neutral
this app would do better with a calculator tat adds subtracts shopping list columns with totals also tabs swipes for delete retrieve bahut accha bahut accha update 2 16 20 1 you can t edit actual item on a list like change it s name 2 and you can t see or do a running sub total add or subtract price totals what good is a list tat when u put the price of a item your task list can t be more helpful when creating a cost grocery list or whatever like hardware store items list so i deleted,neutral
when i decide to be on time for something that devil is always there to counteract frustrating but not discouraging,neutral
i really like the paid version of the app the only request i would have is i use this app for pomodoro 25 min bursts during the work week and i miss having the full tree image is there a settings option to change this,neutral
wouldn t it be great if this app had also alerts instead of just notifications it s easy to miss a notofication also why can t we edit a specific day for a repeated event but we have to edit also all future events or nothing,neutral
everything okay,neutral
i d be fine with paying 10 or 20 for this app i m not fine with paying 3 a month forever to continue using it without being able to use reminders on the free version it s no more useful than a 5 pocket calendar and i m not willing to pay what they re asking,neutral
round two of vega vanilla chai flavor just realized that i have only 45 days left,neutral
iphone may get radio tagging and nike recently released itunes version 8 2 suggests that voiceover functional,neutral
_aries me and that person have something in common then lol jk,neutral
the app is good but ive few complains sometimes i need to use the web browser but i cant open it since it would wither my tree so thats a hassle and also make 1 tree for one hour,neutral
it is a very good app for staying focused while studying but the problem i m facing now is that the music keeps stopping at random intervals and i have to unlock the phone to keep the music playing please look into this otherwise it s a great app,neutral
it was a very nice app until it started lagging so much just planted a two hours tree and the app deleted it as if i had done nothing,neutral
confusion regarding sharing your schedule with other team members or subscibers seriously would it kill them to put an added enter or some kind of task completed button it would save a lot of confusion sending an invite to fellow workers results in a vague link that seems disconnected with the original intention no connect with users or anything other than a link for something that s supposed to be time management related i ve wasted hours trying to figure this out,neutral
love this app but after not using it for a couple of months everything has disappeared anyone able to help thanks for the advice just done that waiting now for their feedback as said i live this app,neutral
that version is not compatible with vista,neutral
i ll like it more if i can the way i view this apps difficult for me to type in landscape position,neutral
my attention for the length of time to type this tell ya what ill add old mans war to my wish list on amazon,neutral
hehe his name was jack dawson he died on the titanic u c that movie miley im watching it rite now amazing tell leo i 3him,neutral
is thinking today will be a longg day,neutral
the to do list should allow prioritizing tasks by importance and urgency it would be great if you could add that,neutral
this app really is a great idea but for those who dont care about a little digital plant like me it really isnt going to be affective because they wont care if the plant dies im going to try to download it again so i can have a little more discipline but other than that i think it is really nice,neutral
mmmm ham yummy i have hat hair stupid deli _,neutral
well i made the list look better but i can t do anything about the number pictures since i already closed that tab,neutral
was hoping to go to red lobster this weekend,neutral
this is ok but it required bunch of upgrade and some new features will keep it but wait till is it perfect,neutral
why we can t sync sharepoint task list with this or any other task management app,neutral
reinstalled ubuntu on my laptop this time using ext4 the new filesystem system boot time from grub to full operability 30 seconds,neutral
hey is there a way u can make a somatic theme for leopard some themes have installers already that are shapeshifter independent,neutral
i can t do that i take it at 11 or i work through it those are my options here,neutral
i beat aye to the music hall babyy im like the cinnamon that beat the apple to the apple jacks,neutral
i think me gettin a physical change,neutral
_stiller they sure do more than 40 000 to boot,neutral
the new update causes forest to freeze leaving no choice but to exit the app but doing so erases the exited session please fix this asap,neutral
he s not lol he s a riot definitely but not at nkotb concert i want 2b a smitten girl with no distractions that night,neutral
yup that s the thing i think 3 is kinda acceptable and reasonable for proper lighting and fill in u can run away with 2 tho,neutral
i wanted to buy the app but the subscription feature turned me down i wish there was a one time purchase option to unlock essential things like calendar unlimited inventory etc and the subscription for themes sounds and other cosmetic stuffs,neutral
this is a lovely app but i would rather to pay one time off for using it it becomes too expensive if you use it for years doesn t connect to google tasks neither,neutral
tick tick is brilliant app i have been using it for almost 2 years and i even subscribe to the upgrade unfortunately was disappointed that it automatically subscriberd me to auto renewal without providing me the option to choose yearly renewal i have since unsubscribed i would like to upgrade but only if i am allowed to choose yearly upgrade not auto renewal,neutral
i am still testing it out but so far do good i like that there is a possibility to organize tasks according to thier importance and nature,neutral
yayz today s is the day i call and see if i got that job x3 i ish so happy even though i slept horribly so i m kinda drained,neutral
yeah ecpm is going up and down badly hope things improve,neutral
why did you show the checkboxes in widget when you can t even check uncheck it via the widget its just so frustrating to go to the app just to check a list other than that this app is good,neutral
i am the queen of losing things important things like keycards and bus passes,neutral
i must have viewed that picture of me and from saturday morning about a milling times x,neutral
so proud of cg took 5 yrs in the making to get that number 1 spot gnight twitter bugs time to read myself to sleep,neutral
yeah i want to know what that is too,neutral
booo that meanie is teasing me with a piece of cheese,neutral
nice idea but the widget s ain t showing on my home screen tried everything but hell doesn t works,neutral
_in i loved that movie and i miss raul julia,neutral
surf s up this week starting this afternoon,neutral
look how choke on this talks to me,neutral
2 days of this month left and i only have 400mb left on my onpeak downloads,neutral
oh thank god so sad that i m this happy,neutral
i would have loved this app except for the fact that i need to pay to even use it as a widget,neutral
it s a good sentiment but it didn t really work for me i wanted to like it but the motivation for getting stuff outweighs the motivation to actually do the things you re supposed to and unless you join a guild or any sort of group there s no accountability if you don t want to use it as a social app then i can t imagine mustering up the focus and drive not to just lie,neutral
i tried it since it had integrated many features from wunderlist it still falls short there is no option to view all to do s at once that was the main killer for me i m sticking with wunderlist,neutral
ipod touch worth the money because i m thinking of buying one my ipod is dead since this morning,neutral
this app is a great idea and i love all the features however no matter what i set the day start time to for daily tasks to reset they keep resetting at some seemingly random point in the middle of the day despite me having it at 2am which is causing all of my evening tasks and some of my midday tasks to fail as i haven t done them yet i m not sure if the app thinks i m in a different time zone or what but it s very irritating if they fix that it s 5 stars for sure,neutral
where is the priority setting my app interface doesn t match the video you created for new users i liked everywhere and can t find any any to prioritize tasks only set a time for a reminder please provide up to date instruction for setting priorities and other details for using the app thanks,neutral
you re welcome math is really not my favorite thing but it s also so useful so,neutral
just that you re not here,neutral
saw james carville in the store today his head is really that bald,neutral
re direct that energy into creating men s jewelry and frequent walks too,neutral
not us as far as i know hee hee we re thinking a few more years first,neutral
it was really good for helping me to get motivated for a few days but when i shut my phone off the notifications stop coming until i open the app again and check off something,neutral
if time tracking was added and the parser interface of the what would you like to do field was fixed this alone is making me want to switch back to amazing marvin i would rate 5 stars,neutral
but that is the only logical reason why you d get hollered at 3x in the past hour but what is dnw,neutral
yeah yeah how the heck are you anyway sastch it up again this year i had to bail out for lack of expenses,neutral
sorry this is not a review but a question anything i enter in google calendar ends up in any do but not the other way around how do i do this have i missed something specifically i want my goggle home mini to be able to tell me what s on my any do tasks and calendars,neutral
i think today i shall listen to some gary numan before starting some remixes,neutral
_uk that sucks i had my exams be4 half term so it s all good although they were major subjects now i have languages and stuff,neutral
those workmen extending r block can t start this early surely its 7 45am and already they re making a racket and woken me up,neutral
really like this calendar app and would recommend to other users though it really does need sms support for sending automatic reminders to event attendees by that i mean i would like to be able to create an event and add an attendee when the event reminder comes round i would want the invited attendee to be sent a sms text message reminding them in advance of the event that functionality would make it a 5 star app for me,neutral
methinks it s time to read a doll s house streetcar and get some quotes and then physics,neutral
why you come down in sept that s when i start school,neutral
hi the range of the nuce coloured sectors does not cover the time interval of my events it had been the best reason why i chose this app to have an easy straightforward overview of my plans why doesn t ut work as it is shown on the pictures,neutral
thanks,neutral
i have an even dozen thanks for reminding me i quilt 2 and make 3 lol,neutral
a decent app but for me it s not worth paying 15 yr for and that s at 50 off 30 is just ridiculous for a to do calender app there are other task calender apps just as good and free,neutral
it s very useful so far however i m not sure if you can change your daily routine i made one for monday and it auto filled for every single day of the week whereas i need them different and when i go to try and add a new task to my day that i want it changes it for all of them disappointing and useless if theres no way to bypass that might as well go back to pen and paper,neutral
everything is amazing but one thing needs a high quality internet connection if the connection is just a little bit low the app works terrible sadly i don t have a very good internet connection so as much as i love the app doesn t work for me,neutral
this app was a life saver for me but its not working properly with my new oneplus 7 it doesn t gives reminders which i set for whatever time i get it once in a while but most of the time no reminder please provide a solution for this asap thanks edit 7 7 it started working now all i did was in the battery settings selected any do app n selected the option dont optimize in it,neutral
thanks for the tip unfortunately a major crash in my site just as extplorer,neutral
i have appointments on the internal calendar that don t show on here this includes new ones and ones i made months ago no point in using this if i have to check another app to find all of my appointments,neutral
i missed the announcement something about being flow out for a concert can anyone fill me in,neutral
union square somerville you re better off with the 87 that probably helps you zero at this point though,neutral
feeling deflated hubby saw swing set thinks is a piece of junk i thought i had found something good 4 the kids,neutral
i really need to update this more,neutral
third driving lesson then back to the office,neutral
being a free version user regularly i can boast about todoist s opening yield of tools you receive although they are not much different or more varied than most other task apps what makes todoist stand out is the easy to operate platform the simplicity mixed with the intuitive functionality makes this a hair more effective enjoyable my recommendation for anyone needing some help being more structured it helped me greatly,neutral
look at my background that s how i want my future date to be like well if i ever get him,neutral
_merchant i agree but teenage daughter will be spending my money on the movie of their concert this week,neutral
certainly not cheers than huh,neutral
i wanted to like it i ve always drooled at the idea of having a to do list app integrate with a calender but alas this version is clunky you can t delete a single date of a recurring calender event meaning you can t flexibly plan your day while beginning with a rough outline i switched over to to doist and google calender instead,neutral
maxxie and anwar ep 5 i think i am up to that one next,neutral
pretty cool its features are much better than the previous version however the widget shows up too many google play apps pop up advertisements which is sometimes really irritating and takes my time for schedule planning i saw a review from the app developer maybe that problem could have been coming from other sources like my phone or google play app itselft or the like sorry for the comment that i have left even when i was not sure i thought that way because a lot of popups have ben shown when i was using this app sometimes gallery or photo app on my phone my phone is cheap but compact even sometimes show up ad maybe that could be the real cause of the problem,neutral
this app is really very good and have a simple interface and easy to create tasks unlike other apps which are really cluttered this is what i exactly needed however the problem is if the phone is locked it doesnt ring at all also the alarm doesnt go off at the right time if i have set an alarm at 10am for a task it some times goes at 10 10 if it is locked it doesnt go at all please please fix this,neutral
omg poor eppy i hope she is ok that is so scary and wow i can t believe no one noticed,neutral
okay so someone has my keys or they are really good at this hide from james game,neutral
thinks lamb chops would be really nice right about now or maybe some sushi mmm maybe just an ice lolly cos its so hot,neutral
pls and pls kindly refund me i was charged yesterday i didnt realize that i was still subscribed to the app because i deleted it i cant afford it right now cuz i dont have a job and i still need to pay my tution fees pls refund me crying pls refund my money,neutral
it s very disappointing that real tree planting is a premium service if it was a free option i would use this app almost 7 24 and you would win so much ad money right,neutral
lol that s from last winter only a few months ago december i m in seattle felt like siberia this last winter,neutral
useless edit thanks for replying i wish the tasks could be repeated every day like in a morning routine that is done everyday to give the user a sense of having a productive morning or something,neutral
i am apple transfer and i am yet to find am app for android with the same functionality as the built in ios app this one is ok but does not do what i need it to literally all i want an app to be able to do is have reminders pop up when scheduled then stay on the screen until they are completed this app will make the reminder pop up when scheduled but if i don t complete it by the end of the day it will not stay on my screen seems like i have to try and find a different app,neutral
damnnn training starts at 11 but that would have been cool next timeee,neutral
good to see you back sorry that happened to you,neutral
thinks coast capital sent her work number to telemarketers,neutral
is planning for surviving financial status after quitting my job gotta find a new job within 4 months,neutral
_esl if in doubt wash separately normal concern is something fading onto the white,neutral
the app would be nice and work well if it wasnt for this 1 issue but its a pretty big issue as far as daily planners go it only shows half of a clock or calender in the create event task subscreen meaning i can not select any times that would fall on the right hand side of the clock or i can not select a due by date for tasks because the right side of the calender is missing i would already own the full version if it wasnt for this problem,neutral
wants to buy really red lipstick but i won t wear it that often,neutral
yep this is about as boonies as it gets if you look at the map in transition gotta find a place and a job,neutral
very very good better than todoist imo docking two stars because is getting buggier couple weeks ago wouldn t sync and now notifications are vibrating when phone is in vibrate mode considering a switch to microsoft to do,neutral
dont try this they limting everythings for the premium,neutral
ack of course i m a person but i think knows that,neutral
why don t you have that song you gave me that song,neutral
in 24hrs time i will be at uni waiting to start my 1st exam scary i am working hard this morning though and feeling ok about it atm,neutral
synching between my chromebook and phone is a necessity for me and does not work on this app the color coding for completed tasks is not intuitive,neutral
good app however i have upgraded to pro version yet after twice usage now i can not open forest at all this issue also happen before i update forest i thought upgrading to pro will prevent from this issue editted hi i have sent an email to the address you mention the mail suggest me to disable the auto update uninstall then reinstall the app i have done it all for two days it was okay yet today i can not open the app anymore just like before the app is keep crashing,neutral
this really sucks i m supposed to be home in a couple of days and i m not i hate borders and visa s,neutral
removed two stars because of the horrible checkboxes changing things like that without a option to disable is a disrespect to paying customers previous 5 star review recommended for anyone who wants the most feature filled to do list tested a lot of them and this really stands out you can adapt it to a lot of workflows and the new integrations made it even better,neutral
i agree with the whole hollie thing,neutral
needs to escape from this town getting ready seeyuhhh,neutral
moodle intro training this morning ages since i ve done that and only 2 bookings,neutral
it s not clear how much it cost the premium account also every time i try to go premium i get a message saying the in app billing are not available on this device i ve always do in app purchasing and it was the first time that i got this issue really disappointed,neutral
i wish i could delete things that automatically show up in my calendar things like holidays in other countries etc i don t want everything showing up that really doesn t pertain to me if there is a way i haven t found it,neutral
that would be awesome i think i hate how expensive phones are,neutral
yeah it totally sucks i hate not being able to breathe thanks for the ff,neutral
dear developer i m unable to view my calendar events in this why it happens how and why its happened what is the alternative otherwise i would give 5 stars,neutral
so i think my son might have the flu cause i def just cleaned up a stanky puke mess poor pumkpin,neutral
really i look like a boy i need someone to do my hair,neutral
amazing app ekdum zabardast i love the concept of combining productivity and rewards together the feeling of satisfaction and joy is just thrilling after your time is up and you successfully planted a cute tree only thing that isn t working for me is that the page for buying trees isn t loading i can t see the trees i want to buy and there s an error whenever i want to buy a sound to sum it up i can t buy trees or sounds please fix this bug as i want to unlock more trees,neutral
dear itto what could possibly be that bad xo,neutral
it s the little thing that links us to england,neutral
okay thing is this app is almost gender biased the starting avatar it gave is already set in female and you ll have to earn something to get beard and mustache i thought it will be custom task set ups but it s already given lags a bit too,neutral
bought three books yipee now who s with me on that read ten books during the summer thing,neutral
boo you can come over and we ll watch telenovelas and braid each others hair,neutral
good morning baby yes i slept like a rock refreshed ready for anything how are you hugs you doesn t let go miss u,neutral
was great before the new redesign now it s a pita to reschedule things i wish they d stop messing with things may have to check out a different app,neutral
i think it was more the tigers crumbling so not surprising at all really lol,neutral
ugg want to go to kaylen house but i cant finna be bored this weekend uuurgg wanna spend da nite and go see up and go shopping,neutral
when i have to make a decision like that i always choose black,neutral
i am loving this sunshine and hating the thought of my office without windows,neutral
i think iv hurt my tooth and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha l,neutral
a wat i was gonna buy myself something pretty nvm,neutral
watching videos on youtube with the bf thinking about going to bed soon,neutral
ditto that my friend bored oops now i have an exciting problem,neutral
i switched from loop to this app because it supports cloud sync unfortunately for some reason battery drain is excessive 24 on a mi a1 using android 8 0,neutral
that looks an awful lot like one of nike s private jets i m just sayin,neutral
early morning walkies really aren t my thing at least it s vaguely warm,neutral
hope you get your car today hate anything that stops me from my work,neutral
cant find my red lighter that reminds me of amy,neutral
the fact there are no predefined tasks makes it super hard to use or rather this will work if user can just define the task quest easily or maybe we can import by purchasing some set of quests for me it is still quite confusing and hard to manage with all the options offered would be use it furthere more if not too complicated,neutral
the best android calendar app for power users however since a year or so it freezes with almost every use making it practically impossible to use not sure if this is a widespread problem or just me support has been responsive and has tried to reproduce the problem but in vain the option of sending a logfile for analysis is unfortunately not available a pity as it is a great app i still haven t found any other remotely as good as this one,neutral
i m new to using any do so i m still really unfamiliar with the app i m so far finding that the free version is quite limited i wanted to try the free version before doing the free trial for the premium to compare the differences the main point i m unhappy with is the fact that the reminders don t make any noise so if you re not looking at your phone you never realize you re getting a reminder is there a way in the free version to put a sound to the reminders,neutral
less than 99 days til warped tour,neutral
i just walked into work all the while thinking that i was sitting in bellagio this time wednesday,neutral
app is easy to use but there are 2 features i find annoying when i add calendar items that i have entered multiple times before i would like the event data to default to the same data usually used for this event even when i m adding an event for the 50th time i have to overlay the time duration reminder the other is that my reminders don t always remind me take today for example i would like them to keep reminding me until i clear them even if that takes all day,neutral
working on something exciting and i cannot tweet about it for several months,neutral
um k this is not close my eyes this song always makes me cry bc my mom is gone but i 3 it anyway,neutral
i love this ap but when the new update went through i no longer have the pro version please fix,neutral
im so confused with this app,neutral
p s there is such thing as having too much sushi bleeeeah,neutral
okay one of my ears popped so now i know what everything sounds like and everything is reall loud,neutral
no snooze option for reminders this causes some task misses please look at the app to do reminder with alarm for reminder buzz types and options it would be good if these features are added in future,neutral
cont and then it goes to waste no one likes stale sweets that reminds me of this cute song called stale cupcakes lol,neutral
yes2 bgt if everything goes well i ll catch their reunion concert,neutral
singz so i think im jst abt done being ur girrrlfriend im leavin im leavin jst love cm,neutral
if aint bee then it aint me ya heard me this for u keemie,neutral
useful app interface are easy to use would be better if you could add search function so we dont have to comb thru everything to find what we are looking for,neutral
impressive could be better if it had its inbuilt calendar which is linked with events of google calendar it should also have to do list with with alerts a weekly planner thia will make it perfect,neutral
this evening picking up n pop and go for dinner at ta lum tum tum som tum major avenue decided to go home not clubing tonite,neutral
these difficult situation force us to think about marrying a lovable girl,neutral
i like using this app i would love to see a sync between devices in future,neutral
tomorrow valeria s lunch going to get my hair done but im arraving late got my cousins babtizm or whatever you spell it,neutral
thats what i was thinking but the only time it s gonna be on is 1 am,neutral
i really love this app with my busy schedule it s so great to have all my day s events plotted out in one great visual but it drains my battery like crazy i ve lost 10 just typing this out i have to un install it please find a way to fix this so i can re install,neutral
missing basics clearing the completed tasks is like erasing history instead of having the completed task stack up and encumber the whiteboard each one of thr completed tasks should appear on the calendar as completed or as initiated on completed on in gantt chart format this is really basic guys,neutral
it was hours ago i came in and it s only now i realised when i went to buy something online,neutral
oh girl get that baby going to bed at 7pm,neutral
a that sucks but they re so awesome when you get one all squeeky and happy i only have one left now though,neutral
why do you guys use camera angles that make it look like there are only 200 people in the building,neutral
i wish i had left 4 dead but first i d need something to play it on,neutral
that s such a long time from now,neutral
i don t know if a google update has rendered this app useless for reminders but i no longer get reminders for important events i now have to go into the calendar app itself to view what is coming up i m sick of apologising to people for missed appointments i use a note 4,neutral
in this free version we can add 5 habits only,neutral
lol i hate when that happens all hyped up and its over before you know it lunch sounds nice hope you have a nice time,neutral
asks for a subscription to get all the features i d pay a one time fee only guess you don t want my money bad enough edit yes i know which is why you got a negative review i like your app i don t like paying subs i raised u to 3 stars for taking this so we ll all to often devs get all butt hurt add a feature to buy a lifetime license even if it s 20 dollars and i ll buy it or give us an option to see ads without a sub at least cheers do this than 5 stars,neutral
great job on the app for improvements sake i would make the lists have a font size option or something where if the items in the to do list are more than a few words they can look more organized given that the square resides in the middle of the to do item to me they seem a bit crammed together,neutral
thanks but it is seriuosly my back up plan,neutral
it turns out i m really like sixty years old guys you were right i m off to seek my future a little later than planned,neutral
_harris there were way more than two ten hours of real ale takes it out of you,neutral
i used to love this app and recommend it to friends regularly the updates have made it harder to use i don t need anything fancy i just need a list i don t want to clear or uncheck all items on my grocery list i just want to go through it and untick the ones i need today i regret ever using the smart grocery list bc now even though i have turned it off it won t revert to basic and my list is essentially useless,neutral
yeah that will keep my mid section down,neutral
that s cold,neutral
hi frenchie i ll do that later p,neutral
i love this app and use it with my watch but have been having a few problems firstly i purchased the pro version off of my main google account but the app is connecting to the other google account i have on my phone i dont want to purchase pro a second time and the only way that i have found to disconnect it from that second account is by removing that account from my phone secondly since daylight saving my events have been an hour off until i sync my events will change if probs are fixed,neutral
_emily i wish i was there to hear that,neutral
zapier integration doesn t work for me it says something went wrong at our end,neutral
great colors list notes with sub lists lots of options but terrible to navigate very confusing and all over the place if you want something very detailed will spend the time to learn to use it and want tons of colors to differiate your lists then this is for you,neutral
just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neutral
go on msn i need to talk to you about something that happened today,neutral
_angel84 awww i hope you feel better love this weather is crazy,neutral
_uppercut that was such an old man thing to say,neutral
a you like anne curtis too tho rite it s her soap thats gonna replace it,neutral
just spent the day with bridget and a small thing that got wind and farted a lot oh yeah her baby now slightly broody,neutral
frustrated i just found out our sitter isn t avail tonight now what no tkd test 4 me i guess good thing i m married to the instructor,neutral
i have a big problem with this app daily routine doesn t repeat unless i complete it but somtimes i really could not complete it then it s stop repeating why plz fix it,neutral
wanted to get that piercing too but thought it would be distracting to others when i was giving presentations u think,neutral
a couple of other guys did similar mods so it may not have been mine that saw i think mine s the best but i m biased,neutral
this app is a very playful app i use this app as a game but i have faced some problems using this app i can use other apps phone based app given by phone authority while forest app is active in the background but on some apps the apps i have installed by myself the forest app does its job when i get into other apps the tree i have planted on forest app should have died but the forest app is not working on phone based app given by phone authority,neutral
oh man that sucks hardcore haha good luck finishing up recording,neutral
my friend went to new york without me and all i got was this picture of her and will smith,neutral
i have been using forest since 2017 and had collected over 3000 coins unfortunately my phone got stolen and i had to buy a new one now when i reinstalled the app it s saying that i need to start collecting again and to log in i need a premium account which i have never had how can i get my points back thank you,neutral
oh man that s rough sounded like the weekend went well get some sleep,neutral
yawn is it that time already,neutral
is watching wall street and realizing that since it is on a movie channel she won t get a potty break,neutral
another friday night with nothing to do boyfriend works until 1am,neutral
showed my fluid decreasing slightly so doesnt look like im getting out of this bed anytime soon ive got a follow up u s next week,neutral
good app easy to use but the reminders don t work no matter what the app says i should do please do fix that,neutral
great app just can t justify spending 8 10 in order to track more than 5 habits when there are other apps out there i don t need to pay for to do so i m switching to loop habit tracker can track as many habits as i want and back everything up all while being entirely free plus it s really nice,neutral
i think i have mine in hangers in the closet,neutral
a know that feeling,neutral
it was just areply on you facebook status that you were a little upset,neutral
bec vs fat food winner fat food but not this weeknend ill beat it,neutral
feel like am at one of those gyms where the machines work you rather than you them,neutral
that was like eight years ago not so sure it would happen now,neutral
didn t realize this synced to my outlook calendar started deleting work stuff and deleted two important appointments from my work calender i m screwed on those was planning on using this for personal use only,neutral
im seeing this guy 2moro arvo after skl cus he asked me to,neutral
i love lists and i really love this easy to use app however i also love making notes to myself of a lengthy nature usually when i m trying to go to sleep like my thoughts on a subject or what id like to talk about to a friend it would be amazing if there was a blank note page or lined page without all the frills of dates and times and priority and complete to compete with my eyes i dislike having to have multiple apps for same basic function i d chose this over all others bahut accha,neutral
that s why i ll be sticking to twitter clients,neutral
yer oh that s cause u hell need to post more haha so we can talk,neutral
no it s people you are recommending that others follow like followfriday only with pics,neutral
ahhhh almost off can t wait but i got work again rite after this hat club come gimme some company oh a cookie,neutral
signin autographs would be boring i think get wasted 2nite have fun i m stuck at work,neutral
whats twhirl i ve some work to be doing over the weekend thank god so i m probably going to miss it red sorry,neutral
yea tre hood claim thats atl theme song which it aint lol but its a youtube vid that i posted yesterday,neutral
would you believe that i m done with homework for the rest of my life,neutral
california waiting every little thing s gotta be just right putz adoro essa banda,neutral
i got so much gray hair all of a sudden i just ordered me some garnier roasted coffee from drugstore com well see how that goes,neutral
i would stick to this if only the event preview text is not cropped,neutral
they lost me at us ending i mean i don t eat greypoupon or anything but i prefer the bleaker original,neutral
i think the idea is pretty good but the app doesnt work too well it used to show me an alert whenever i opened a game or instagram but now it doesnt so i just start loosing time also it should be conected to the computer extension so i dont have to keep track of two different trees there s a lot of room for improval so please make the app better i still use it though but it could be so much better if it worked properly,neutral
i walk to from work about 25 mins think that makes it worse improves once indoors tho,neutral
_pase i guess u ain like me den my hair cut short lol,neutral
omg i never got your message so i didn t notice until i was looking back a ways sorry that was a good idea though lol,neutral
i guess thats just how i am lol,neutral
im glad that wasnt my real diver theory test i failed i got 70 35 50 questions right but i did have 35mins left lol x,neutral
aarg looks like i have to go home to vegas this weekend so much for maker faire,neutral
when does it close i didn t think it d been running that long i still haven t had chance to see it,neutral
starting to wonder if i m going to get this job came across as though i d find work elsewhere if needs must not intentionally,neutral
it s a good app no question about it but it s not perfect i used it for months after abandoning todoist but i m leaving ticktick now it s feature packed but not as polished as other products the ui is not great and the app has very different design language as well as features depending on which device you open it on this lack of consistency as well as poor natural language support doesn t make it the perfect todo app,neutral
don t remind me was supposed 2 meet up with the homie 2 4 that show ack so kill it please do the thang,neutral
could do will the fact that its bank holiday make any difference lemme check my money situation also,neutral
